v54,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v97,v121,v126,v142,v143,v145,v208,v211,v170,v184,v185,v198,v226,v261_ppp,country
6.0,3.0,1.0,1.0,2.0,8.0,8.0,5.0,7.0,4.0,5.0,2.0,2.0,8.0,1.0,4.0,2.0,2.0,2.0,9.0,6.0,3.0,4.0,4.0,1.0,3.0,5.0,5.0,1951.0,4.388399987,Norway
5.0,2.0,1.0,1.0,1.0,10.0,10.0,10.0,9.0,5.0,5.0,3.0,3.0,8.0,1.0,1.0,3.0,2.0,1.0,10.0,9.0,3.0,3.0,2.0,2.0,3.0,9.0,5.0,1982.0,3.56205597,Norway
6.0,1.0,2.0,1.0,2.0,10.0,9.0,10.0,8.0,5.0,9.0,2.0,9.0,10.0,1.0,7.0,2.0,1.0,1.0,10.0,4.0,4.0,2.0,5.0,2.0,3.0,6.0,9.0,1969.0,2.756242239,Norway
7.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,7.0,5.0,6.0,1.0,7.0,9.0,1.0,1.0,1.0,2.0,1.0,10.0,9.0,4.0,2.0,4.0,2.0,4.0,10.0,10.0,1948.0,5.178816003,Norway
5.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,7.0,2.0,2.0,2.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,9.0,10.0,4.0,2.0,2.0,1.0,4.0,5.0,2.0,1949.0,4.388399987,Norway
4.0,3.0,2.0,9.0,2.0,5.0,7.0,2.0,4.0,1.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,8.0,2.0,1.0,1.0,2.0,2.0,3.0,8.0,1985.0,2.756242239,Norway
7.0,1.0,1.0,7.0,1.0,10.0,8.0,10.0,8.0,10.0,8.0,6.0,8.0,10.0,1.0,1.0,2.0,2.0,1.0,10.0,9.0,4.0,2.0,2.0,2.0,4.0,9.0,10.0,1970.0,9.836599007,Norway
4.0,3.0,2.0,7.0,3.0,10.0,8.0,8.0,6.0,4.0,5.0,2.0,2.0,10.0,1.0,2.0,2.0,1.0,1.0,10.0,9.0,4.0,3.0,4.0,1.0,5.0,7.0,6.0,1998.0,6.764780607,Norway
7.0,1.0,1.0,8.0,1.0,10.0,10.0,10.0,9.0,8.0,10.0,1.0,5.0,8.0,3.0,2.0,3.0,2.0,1.0,10.0,9.0,4.0,4.0,4.0,1.0,4.0,10.0,7.0,1988.0,6.00516002,Norway
3.0,5.0,3.0,2.0,1.0,8.0,7.0,7.0,5.0,7.0,1.0,5.0,3.0,7.0,1.0,3.0,2.0,2.0,1.0,10.0,7.0,3.0,2.0,1.0,1.0,5.0,5.0,5.0,2000.0,4.388399987,Norway
5.0,1.0,1.0,1.0,1.0,10.0,5.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,1.0,1.0,1.0,2.0,1.0,10.0,1.0,4.0,1.0,4.0,2.0,4.0,10.0,7.0,1937.0,4.388399987,Norway
4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,10.0,8.0,2.0,3.0,5.0,1.0,3.0,5.0,10.0,1937.0,2.756242239,Norway
7.0,2.0,1.0,1.0,1.0,10.0,6.0,8.0,6.0,4.0,6.0,3.0,2.0,9.0,2.0,1.0,2.0,2.0,1.0,9.0,10.0,4.0,3.0,1.0,1.0,4.0,7.0,5.0,1999.0,2.756242239,Norway
1.0,1.0,1.0,1.0,1.0,7.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,2.0,10.0,7.0,4.0,1.0,1.0,1.0,3.0,10.0,10.0,1956.0,6.00516002,Norway
5.0,1.0,1.0,5.0,1.0,10.0,10.0,10.0,5.0,1.0,10.0,1.0,5.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,10.0,4.0,3.0,1.0,1.0,4.0,10.0,1.0,1972.0,6.764780607,Norway
4.0,2.0,1.0,5.0,5.0,10.0,10.0,10.0,10.0,6.0,10.0,5.0,7.0,10.0,5.0,5.0,3.0,2.0,2.0,10.0,6.0,4.0,4.0,3.0,1.0,3.0,9.0,6.0,1993.0,1.775921076,Norway
7.0,6.0,9.0,7.0,8.0,10.0,9.0,9.0,9.0,4.0,6.0,5.0,4.0,9.0,6.0,4.0,1.0,1.0,1.0,10.0,7.0,4.0,2.0,1.0,1.0,4.0,10.0,5.0,2000.0,1.775921076,Norway
6.0,2.0,5.0,1.0,2.0,9.0,9.0,10.0,10.0,2.0,1.0,1.0,2.0,7.0,4.0,2.0,2.0,2.0,2.0,9.0,8.0,2.0,2.0,4.0,1.0,4.0,7.0,3.0,1950.0,4.388399987,Norway
2.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,2.0,10.0,9.0,3.0,1.0,4.0,1.0,4.0,8.0,6.0,1946.0,6.00516002,Norway
2.0,2.0,1.0,1.0,1.0,10.0,8.0,8.0,2.0,2.0,7.0,2.0,2.0,8.0,1.0,1.0,3.0,2.0,2.0,10.0,8.0,4.0,3.0,4.0,1.0,4.0,10.0,5.0,1968.0,11.12233384,Norway
1.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,10.0,10.0,4.0,2.0,5.0,1.0,3.0,2.0,10.0,1938.0,3.56205597,Norway
4.0,1.0,1.0,4.0,1.0,10.0,10.0,10.0,10.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,10.0,10.0,4.0,3.0,2.0,1.0,5.0,10.0,1.0,1980.0,7.693776054,Norway
4.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,1.0,5.0,1.0,1.0,10.0,1.0,1.0,2.0,2.0,1.0,10.0,10.0,4.0,2.0,3.0,2.0,4.0,10.0,10.0,1967.0,4.388399987,Norway
6.0,5.0,1.0,2.0,1.0,10.0,9.0,7.0,10.0,8.0,8.0,1.0,1.0,10.0,2.0,5.0,2.0,3.0,2.0,10.0,7.0,3.0,4.0,3.0,1.0,3.0,5.0,10.0,1977.0,4.388399987,Norway
7.0,3.0,3.0,5.0,1.0,10.0,9.0,10.0,9.0,9.0,10.0,2.0,7.0,10.0,1.0,3.0,3.0,2.0,2.0,8.0,6.0,2.0,5.0,3.0,3.0,4.0,8.0,8.0,1976.0,6.764780607,Norway
4.0,1.0,5.0,1.0,3.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,2.0,1.0,2.0,10.0,10.0,4.0,1.0,2.0,1.0,3.0,6.0,10.0,1946.0,4.388399987,Norway
7.0,2.0,1.0,1.0,3.0,10.0,1.0,6.0,5.0,5.0,5.0,1.0,1.0,7.0,2.0,1.0,4.0,3.0,2.0,6.0,4.0,3.0,4.0,5.0,1.0,4.0,5.0,7.0,1993.0,1.775921076,Norway
4.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,10.0,1.0,5.0,2.0,2.0,2.0,10.0,8.0,4.0,2.0,3.0,1.0,3.0,10.0,4.0,1976.0,4.388399987,Norway
4.0,1.0,1.0,3.0,2.0,10.0,8.0,9.0,5.0,2.0,5.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,9.0,8.0,3.0,1.0,4.0,3.0,5.0,10.0,4.0,1969.0,4.388399987,Norway
4.0,2.0,1.0,5.0,1.0,10.0,10.0,5.0,10.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,9.0,2.0,2.0,1.0,2.0,2.0,4.0,8.0,1998.0,1.775921076,Norway
4.0,1.0,5.0,3.0,10.0,10.0,9.0,9.0,2.0,5.0,9.0,2.0,1.0,8.0,1.0,1.0,1.0,3.0,2.0,10.0,8.0,4.0,2.0,2.0,1.0,4.0,10.0,5.0,1966.0,9.836599007,Norway
7.0,3.0,1.0,1.0,1.0,10.0,6.0,8.0,9.0,10.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,8.0,4.0,3.0,4.0,1.0,3.0,3.0,10.0,4.0,1947.0,3.56205597,Norway
4.0,1.0,2.0,1.0,1.0,10.0,10.0,10.0,7.0,4.0,4.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,10.0,8.0,4.0,1.0,5.0,2.0,4.0,7.0,7.0,1942.0,3.56205597,Norway
7.0,1.0,1.0,1.0,1.0,10.0,9.0,10.0,7.0,5.0,4.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,10.0,8.0,4.0,1.0,2.0,1.0,4.0,10.0,4.0,1946.0,5.178816003,Norway
4.0,1.0,1.0,1.0,1.0,9.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,10.0,10.0,4.0,2.0,5.0,1.0,3.0,8.0,5.0,1955.0,6.00516002,Norway
5.0,3.0,2.0,7.0,1.0,10.0,5.0,10.0,10.0,10.0,10.0,3.0,2.0,8.0,1.0,1.0,2.0,2.0,2.0,9.0,10.0,3.0,3.0,2.0,1.0,4.0,9.0,8.0,1988.0,6.764780607,Norway
5.0,1.0,1.0,1.0,1.0,10.0,10.0,5.0,6.0,5.0,2.0,3.0,3.0,6.0,1.0,6.0,2.0,2.0,2.0,10.0,9.0,4.0,3.0,3.0,1.0,4.0,7.0,3.0,1974.0,7.693776054,Norway
4.0,2.0,2.0,1.0,1.0,5.0,7.0,7.0,3.0,5.0,5.0,2.0,5.0,7.0,1.0,1.0,2.0,3.0,2.0,8.0,6.0,4.0,2.0,2.0,1.0,1.0,8.0,7.0,1978.0,7.693776054,Norway
7.0,1.0,1.0,5.0,1.0,10.0,8.0,10.0,10.0,5.0,8.0,2.0,1.0,10.0,1.0,8.0,4.0,2.0,2.0,10.0,3.0,3.0,5.0,4.0,2.0,2.0,10.0,5.0,1992.0,1.775921076,Norway
5.0,1.0,1.0,5.0,1.0,10.0,7.0,7.0,7.0,2.0,5.0,2.0,1.0,10.0,1.0,1.0,3.0,1.0,1.0,10.0,5.0,4.0,2.0,2.0,2.0,3.0,10.0,5.0,1998.0,1.775921076,Norway
5.0,5.0,1.0,6.0,2.0,6.0,6.0,6.0,7.0,5.0,6.0,3.0,3.0,6.0,2.0,3.0,2.0,2.0,2.0,10.0,9.0,2.0,3.0,2.0,1.0,3.0,4.0,5.0,1996.0,2.756242239,Norway
4.0,1.0,2.0,5.0,1.0,10.0,10.0,10.0,8.0,5.0,5.0,2.0,5.0,10.0,1.0,1.0,2.0,2.0,2.0,10.0,9.0,4.0,2.0,3.0,1.0,4.0,9.0,2.0,1945.0,4.388399987,Norway
5.0,1.0,1.0,5.0,1.0,6.0,8.0,8.0,5.0,1.0,5.0,6.0,8.0,10.0,1.0,1.0,2.0,1.0,2.0,10.0,7.0,4.0,1.0,3.0,1.0,4.0,10.0,5.0,1953.0,3.56205597,Norway
5.0,2.0,2.0,1.0,2.0,2.0,6.0,5.0,5.0,5.0,2.0,2.0,1.0,5.0,3.0,4.0,3.0,2.0,2.0,9.0,8.0,3.0,1.0,2.0,1.0,3.0,4.0,5.0,1937.0,2.756242239,Norway
6.0,1.0,1.0,4.0,1.0,10.0,10.0,10.0,8.0,1.0,1.0,1.0,1.0,9.0,1.0,2.0,2.0,4.0,3.0,10.0,4.0,3.0,4.0,3.0,1.0,3.0,6.0,5.0,1963.0,11.12233384,Norway
7.0,2.0,1.0,8.0,3.0,10.0,10.0,10.0,8.0,10.0,3.0,1.0,3.0,8.0,1.0,1.0,1.0,2.0,1.0,10.0,9.0,4.0,1.0,2.0,2.0,4.0,9.0,3.0,1960.0,4.388399987,Norway
2.0,2.0,1.0,1.0,1.0,5.0,2.0,3.0,7.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,10.0,8.0,3.0,1.0,3.0,2.0,3.0,8.0,7.0,1959.0,7.693776054,Norway
4.0,1.0,1.0,4.0,1.0,10.0,6.0,6.0,6.0,5.0,7.0,3.0,5.0,7.0,5.0,2.0,2.0,3.0,2.0,10.0,8.0,4.0,2.0,1.0,2.0,4.0,3.0,6.0,1989.0,3.56205597,Norway
6.0,1.0,1.0,2.0,1.0,10.0,5.0,8.0,6.0,5.0,8.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,10.0,9.0,4.0,2.0,2.0,1.0,4.0,10.0,6.0,1973.0,6.00516002,Norway
7.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,6.0,2.0,2.0,2.0,2.0,9.0,1.0,1.0,2.0,2.0,2.0,10.0,8.0,4.0,1.0,4.0,1.0,3.0,8.0,7.0,1941.0,5.178816003,Norway
7.0,1.0,1.0,3.0,1.0,10.0,10.0,10.0,8.0,5.0,7.0,3.0,1.0,10.0,1.0,2.0,2.0,2.0,2.0,10.0,8.0,4.0,4.0,4.0,1.0,3.0,5.0,5.0,1979.0,7.693776054,Norway
5.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,6.0,4.0,7.0,2.0,7.0,10.0,1.0,9.0,3.0,2.0,2.0,10.0,10.0,3.0,4.0,4.0,1.0,4.0,9.0,5.0,1978.0,11.12233384,Norway
6.0,1.0,1.0,1.0,1.0,10.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,10.0,9.0,4.0,2.0,4.0,1.0,4.0,5.0,5.0,1965.0,2.756242239,Norway
4.0,5.0,1.0,3.0,2.0,7.0,5.0,5.0,5.0,5.0,3.0,8.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,8.0,8.0,2.0,2.0,4.0,1.0,3.0,6.0,5.0,1942.0,2.756242239,Norway
4.0,8.0,1.0,1.0,1.0,9.0,1.0,3.0,9.0,1.0,1.0,1.0,1.0,10.0,2.0,2.0,2.0,2.0,3.0,9.0,9.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,1988.0,9.836599007,Norway
4.0,1.0,1.0,1.0,1.0,3.0,5.0,8.0,1.0,8.0,5.0,1.0,1.0,8.0,1.0,1.0,4.0,1.0,1.0,10.0,8.0,4.0,1.0,5.0,1.0,2.0,5.0,5.0,1937.0,2.756242239,Norway
4.0,1.0,1.0,1.0,2.0,10.0,10.0,10.0,10.0,5.0,10.0,5.0,3.0,10.0,1.0,3.0,3.0,2.0,2.0,10.0,9.0,4.0,4.0,4.0,1.0,4.0,3.0,5.0,1979.0,6.00516002,Norway
7.0,1.0,1.0,3.0,1.0,10.0,9.0,10.0,3.0,10.0,10.0,2.0,2.0,8.0,1.0,1.0,2.0,2.0,2.0,10.0,9.0,4.0,1.0,3.0,2.0,3.0,5.0,5.0,1955.0,5.178816003,Norway
5.0,4.0,1.0,1.0,1.0,6.0,3.0,9.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,2.0,2.0,10.0,7.0,2.0,1.0,4.0,1.0,3.0,5.0,5.0,1961.0,6.00516002,Norway
5.0,1.0,1.0,1.0,1.0,8.0,7.0,8.0,9.0,1.0,1.0,2.0,1.0,9.0,2.0,3.0,2.0,3.0,2.0,10.0,8.0,3.0,3.0,3.0,1.0,3.0,4.0,7.0,1951.0,2.756242239,Norway
2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,10.0,7.0,2.0,4.0,4.0,1.0,3.0,5.0,10.0,1983.0,5.178816003,Norway
7.0,1.0,1.0,1.0,1.0,10.0,10.0,9.0,7.0,2.0,6.0,2.0,3.0,10.0,1.0,3.0,3.0,2.0,2.0,10.0,10.0,4.0,3.0,5.0,1.0,3.0,8.0,7.0,1970.0,4.388399987,Norway
2.0,5.0,10.0,5.0,1.0,5.0,2.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,10.0,5.0,1.0,5.0,3.0,2.0,3.0,8.0,10.0,1969.0,1.775921076,Norway
7.0,1.0,1.0,3.0,1.0,10.0,5.0,10.0,5.0,5.0,5.0,1.0,5.0,10.0,1.0,1.0,3.0,2.0,2.0,10.0,9.0,4.0,4.0,4.0,1.0,4.0,10.0,5.0,1968.0,4.388399987,Norway
5.0,8.0,1.0,1.0,1.0,5.0,1.0,5.0,7.0,5.0,2.0,2.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,10.0,8.0,3.0,1.0,1.0,1.0,3.0,8.0,5.0,1992.0,6.764780607,Norway
7.0,2.0,2.0,4.0,1.0,10.0,9.0,10.0,10.0,2.0,3.0,1.0,4.0,10.0,1.0,1.0,1.0,2.0,2.0,9.0,8.0,4.0,1.0,4.0,1.0,4.0,7.0,7.0,1960.0,9.836599007,Norway
7.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,8.0,5.0,1.0,5.0,10.0,1.0,5.0,2.0,1.0,2.0,10.0,9.0,4.0,1.0,4.0,1.0,4.0,4.0,3.0,1943.0,1.775921076,Norway
5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,7.0,5.0,3.0,5.0,3.0,2.0,3.0,2.0,5.0,1946.0,3.56205597,Norway
4.0,2.0,1.0,1.0,1.0,10.0,7.0,5.0,5.0,5.0,5.0,1.0,1.0,10.0,5.0,1.0,2.0,2.0,1.0,8.0,10.0,3.0,4.0,3.0,1.0,3.0,5.0,5.0,1996.0,1.775921076,Norway
7.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,3.0,10.0,8.0,3.0,1.0,3.0,3.0,4.0,10.0,10.0,1944.0,4.388399987,Norway
2.0,1.0,2.0,1.0,1.0,1.0,2.0,8.0,2.0,1.0,8.0,4.0,2.0,8.0,3.0,10.0,1.0,3.0,3.0,8.0,10.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,1980.0,1.453068329,Poland
2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,8.0,1.0,1.0,1.0,1.0,7.0,1.0,6.0,2.0,3.0,4.0,10.0,5.0,3.0,1.0,3.0,1.0,3.0,8.0,7.0,1957.0,2.330906036,Poland
4.0,1.0,1.0,1.0,1.0,8.0,8.0,9.0,9.0,4.0,2.0,2.0,3.0,7.0,7.0,10.0,2.0,2.0,4.0,9.0,6.0,2.0,1.0,1.0,1.0,4.0,9.0,6.0,1985.0,1.453068329,Poland
2.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,2.0,7.0,6.0,2.0,2.0,10.0,1.0,1.0,3.0,4.0,3.0,10.0,5.0,4.0,3.0,5.0,1.0,4.0,8.0,4.0,1955.0,2.330906036,Poland
2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,2.0,10.0,10.0,4.0,1.0,5.0,1.0,2.0,8.0,1.0,1941.0,0.861208176,Poland
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,2.0,9.0,9.0,2.0,3.0,5.0,1.0,2.0,1.0,2.0,1949.0,2.330906036,Poland
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,10.0,7.0,4.0,3.0,4.0,1.0,2.0,3.0,8.0,1979.0,4.205759762,Poland
2.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,10.0,8.0,2.0,1.0,5.0,1.0,2.0,8.0,4.0,1941.0,4.205759762,Poland
7.0,1.0,1.0,10.0,1.0,10.0,10.0,10.0,10.0,1.0,5.0,1.0,1.0,10.0,1.0,5.0,2.0,4.0,1.0,10.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,5.0,1996.0,0.861208176,Poland
4.0,1.0,1.0,8.0,1.0,10.0,5.0,5.0,5.0,5.0,3.0,1.0,3.0,10.0,1.0,6.0,3.0,4.0,4.0,10.0,1.0,3.0,1.0,1.0,3.0,3.0,5.0,6.0,1975.0,1.453068329,Poland
6.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,1.0,5.0,5.0,1.0,5.0,4.0,4.0,2.0,6.0,6.0,3.0,1.0,5.0,1.0,3.0,5.0,5.0,1951.0,0.625623142,Poland
3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,8.0,1.0,1.0,1.0,1.0,5.0,1.0,9.0,3.0,3.0,3.0,9.0,8.0,3.0,3.0,5.0,2.0,3.0,6.0,3.0,1970.0,1.453068329,Poland
2.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,5.0,1.0,1.0,10.0,1.0,10.0,4.0,4.0,3.0,10.0,3.0,3.0,5.0,5.0,1.0,3.0,5.0,1.0,1981.0,2.661229008,Poland
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,10.0,6.0,3.0,1.0,5.0,1.0,3.0,5.0,1.0,1947.0,0.625623142,Poland
4.0,5.0,1.0,2.0,1.0,5.0,5.0,5.0,8.0,1.0,5.0,5.0,2.0,7.0,2.0,7.0,3.0,4.0,2.0,10.0,4.0,4.0,2.0,2.0,2.0,3.0,8.0,5.0,1989.0,1.173893765,Poland
4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,10.0,10.0,3.0,3.0,4.0,1.0,4.0,10.0,5.0,1951.0,1.453068329,Poland
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,10.0,8.0,4.0,2.0,1.0,2.0,3.0,5.0,2.0,1969.0,1.732746818,Poland
3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,2.0,9.0,1.0,1.0,4.0,3.0,2.0,8.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,5.0,1997.0,2.661229008,Poland
6.0,1.0,1.0,8.0,1.0,10.0,10.0,10.0,9.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,2.0,4.0,3.0,10.0,1.0,4.0,1.0,2.0,1.0,4.0,10.0,9.0,1951.0,4.205759762,Poland
2.0,1.0,3.0,1.0,1.0,1.0,10.0,5.0,10.0,1.0,6.0,1.0,1.0,10.0,1.0,10.0,1.0,2.0,3.0,10.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,1.0,1958.0,4.205759762,Poland
6.0,1.0,1.0,1.0,1.0,1.0,6.0,10.0,10.0,1.0,6.0,2.0,1.0,10.0,9.0,8.0,3.0,4.0,2.0,10.0,5.0,3.0,1.0,5.0,2.0,2.0,3.0,10.0,1957.0,2.021747923,Poland
4.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,10.0,1.0,10.0,3.0,4.0,4.0,9.0,1.0,4.0,1.0,1.0,2.0,3.0,5.0,5.0,1990.0,1.173893765,Poland
2.0,1.0,1.0,1.0,1.0,10.0,8.0,6.0,6.0,1.0,3.0,1.0,1.0,10.0,1.0,3.0,2.0,4.0,4.0,10.0,1.0,4.0,1.0,2.0,1.0,3.0,10.0,3.0,1950.0,1.453068329,Poland
2.0,2.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,5.0,1.0,3.0,8.0,1.0,3.0,2.0,3.0,3.0,10.0,8.0,3.0,2.0,2.0,1.0,4.0,3.0,7.0,1963.0,2.021747923,Poland
2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,2.0,3.0,3.0,10.0,8.0,3.0,1.0,5.0,1.0,3.0,5.0,8.0,1964.0,1.173893765,Poland
2.0,1.0,1.0,5.0,1.0,6.0,1.0,5.0,1.0,1.0,5.0,3.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,7.0,10.0,3.0,2.0,1.0,1.0,3.0,5.0,10.0,1999.0,0.625623142,Poland
3.0,3.0,7.0,6.0,1.0,1.0,2.0,8.0,8.0,2.0,8.0,6.0,3.0,8.0,2.0,10.0,2.0,2.0,3.0,9.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,1988.0,1.453068329,Poland
2.0,1.0,1.0,1.0,1.0,4.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,3.0,4.0,3.0,10.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,1953.0,1.453068329,Poland
2.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,1.0,1.0,3.0,1.0,5.0,1.0,4.0,4.0,3.0,2.0,10.0,6.0,3.0,4.0,3.0,1.0,3.0,3.0,6.0,1999.0,2.661229008,Poland
3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,10.0,8.0,2.0,2.0,4.0,1.0,3.0,5.0,1.0,1961.0,1.173893765,Poland
6.0,3.0,3.0,8.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,3.0,5.0,4.0,4.0,3.0,10.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,6.0,1983.0,1.453068329,Poland
3.0,6.0,1.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,1.0,4.0,4.0,2.0,10.0,7.0,1.0,4.0,2.0,1.0,3.0,5.0,5.0,1994.0,1.453068329,Poland
5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,10.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,3.0,3.0,2.0,10.0,7.0,3.0,1.0,2.0,1.0,3.0,10.0,5.0,1951.0,1.173893765,Poland
2.0,1.0,4.0,1.0,2.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,3.0,3.0,4.0,8.0,8.0,2.0,2.0,2.0,2.0,4.0,3.0,8.0,1971.0,1.732746818,Poland
6.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,5.0,3.0,2.0,1.0,5.0,1.0,5.0,2.0,3.0,3.0,10.0,3.0,4.0,1.0,5.0,1.0,4.0,9.0,5.0,1937.0,2.330906036,Poland
2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,10.0,4.0,3.0,1.0,4.0,1.0,4.0,8.0,8.0,1956.0,4.205759762,Poland
2.0,1.0,1.0,1.0,1.0,6.0,1.0,7.0,1.0,6.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,10.0,4.0,3.0,1.0,1.0,2.0,3.0,5.0,2.0,1983.0,2.330906036,Poland
3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,8.0,8.0,3.0,2.0,4.0,1.0,4.0,7.0,5.0,1951.0,1.732746818,Poland
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,3.0,3.0,10.0,9.0,4.0,1.0,4.0,1.0,1.0,1.0,10.0,1962.0,2.330906036,Poland
